topic	key_words	title	date	contributor	description	idiom	village	value	comment	examples	source	original_name	original_transcription	problem
transitivity	transitivity	показатели (не)переходности	2018-02-12	AF	Некоторые глаголы могут быть как переходными, так и не переходными (то есть, P-лабильными). Иногда это маркируется гласным в основе: -e в непереходных, -ə в переходных.	Bzhedug		e - непереходность; ə - переходность			[Ситимова 2004: 97]			
transitivity	transitivity	показатели (не)переходности	2018-02-12	AF	Некоторые глаголы могут быть как переходными, так и не переходными (то есть, P-лабильными). Иногда это маркируется гласным в основе: -e в непереходных, -ə в переходных.	Temirgoi		контраст -e/-ə не различает переходность			[Тхаркахо 1993: 70]			
transitivity	transitivity	показатели (не)переходности	2018-02-12	AF	Некоторые глаголы могут быть как переходными, так и не переходными (то есть, P-лабильными). Иногда это маркируется гласным в основе: -e в непереходных, -ə в переходных.	Bzhedug		e - непереходность; ə - переходность			[Тхаркахо 1993: 70]			
cases	case; absolutive; morphology	показатель абсолютива	2018-03-14	AF	Показателем абсолютива является -р. В бжедугском он содержит в себе гласную э, а согласная р факультативна: -э(р).	Bzhedug		-e(r)	Есть данные по ударению	кIэлэцIыкIу-мэ тхылъ-хэ(-р) я-щикIэ-гъэ-ты-х / kid-erg book-pl(-abs) 3pl.erg?-need-pst-ipf-pl / Детям нужны будут книги.	[Ситимова 2004: 62-65, 68-69]			
cases	case; absolutive; morphology	показатель абсолютива	2018-03-14	AF	Показателем абсолютива является -р. В бжедугском он содержит в себе гласную э, а согласная р факультативна: -э(р).	Bzhedug		-er		кIэлэцIыкIу-мэ тхылъ-хэ(-р) я-щикIэ-гъэ-ты-х / kid-erg book-pl(-abs) 3pl.erg?-need-pst-ipf-pl / Детям нужны будут книги.	[Зекох 1969: 78-79, 89-91]			
cases	case; absolutive; morphology	показатель абсолютива	2018-03-14	AF	Показателем абсолютива является -р. В бжедугском он содержит в себе гласную э, а согласная р факультативна: -э(р).	Shapsug		-er		кIэлэцIыкIу-мэ тхылъ-хэ(-р) я-щикIэ-гъэ-ты-х / kid-erg book-pl(-abs) 3pl.erg?-need-pst-ipf-pl / Детям нужны будут книги.	[Зекох 1969: 78-79, 89-91]			
cases	case; absolutive; morphology	показатель абсолютива	2018-03-14	AF	Показателем абсолютива является -р. В бжедугском он содержит в себе гласную э, а согласная р факультативна: -э(р).	Temirgoi		-r			[Зекох 1969: 78-79, 89-91]			
cases	case; absolutive; morphology	показатель абсолютива	2018-03-14	AF	Показателем абсолютива является -р. В бжедугском он содержит в себе гласную э, а согласная р факультативна: -э(р).	Abzakh		-r			[Зекох 1969: 78-79, 89-91]			
cases	case; absolutive; morphology	показатель абсолютива	2018-03-14	AF	Показателем абсолютива является -р. В бжедугском он содержит в себе гласную э, а согласная р факультативна: -э(р).		Dzhambechi	-e(r)			[Тхаркахо 1993: 89]			
cases	case; absolutive; morphology	показатель абсолютива	2018-03-14	AF	Показателем абсолютива является -р. В бжедугском он содержит в себе гласную э, а согласная р факультативна: -э(р).	Temirgoi		-r			[Тхаркахо 1993: 89]			
cases	case; absolutive; morphology	показатель абсолютива	2018-03-14	AF	Показателем абсолютива является -р. В бжедугском он содержит в себе гласную э, а согласная р факультативна: -э(р).	SWC		-r			[Рогава, Керашева 1966: 62]			
cases	case; absolutive; morphology	показатель абсолютива	2018-03-14	AF	Показателем абсолютива является -р. В бжедугском он содержит в себе гласную э, а согласная р факультативна: -э(р).	Bzhedug		-r / -er			[Рогава, Керашева 1966: 62]			
cases	case; adverbial; morphology	показатель адвербиалиса	2018-02-12	AF		Kabardian		-(PL)-ra-we			[Кумахов 2013: 65--66]			
cases	case; adverbial; morphology	показатель адвербиалиса	2018-02-12	AF		SWC		-(PL)-we			[Рогава, Керашева 1966: 62]			
tenses	tense; future; morphology; phonology	показатель будущего времени	2018-02-12	AF	Показатель будущего времени может выглядеть как -š't или -t в разных диалектах.	SWC		-š't			[Кумахова 1972: 79]	будущее время	-шьт	
tenses	tense; future; morphology; phonology	показатель будущего времени	2018-02-12	AF	Показатель будущего времени может выглядеть как -š't или -t в разных диалектах.	Abzakh		-š't, -t	Два показателя совпадают по значению.		[Кумахова 1972: 79]	будущее время	-шьт, -т	
tenses	tense; future; morphology; phonology	показатель будущего времени	2018-02-12	AF	Показатель будущего времени может выглядеть как -š't или -t в разных диалектах.	Bzhedug		-š't, -t	Два показателя совпадают по значению.		[Кумахова 1972: 79]	будущее время	-шьт, -т	
tenses	tense; future; morphology; phonology	показатель будущего времени	2018-02-12	AF	Показатель будущего времени может выглядеть как -š't или -t в разных диалектах.	Abzakh		-š't, -t			[Ситимова 2004: 93]	будущее время	-щт, -т	
tenses	tense; future; morphology; phonology	показатель будущего времени	2018-02-12	AF	Показатель будущего времени может выглядеть как -š't или -t в разных диалектах.	Bzhedug		-š't, -t			[Ситимова 2004: 93]	будущее время	-щт, -т	
tenses	tense; future; morphology; phonology	показатель будущего времени	2018-02-12	AF	Показатель будущего времени может выглядеть как -š't или -t в разных диалектах.	Shapsug		-št			[Ситимова 2004: 93]	будущее время	-шт	
tenses	tense; future; morphology; phonology	показатель будущего времени	2018-02-12	AF	Показатель будущего времени может выглядеть как -š't или -t в разных диалектах.	Temirgoi		-š't			[Ситимова 2004: 93]	будущее время	-щт	
tenses	tense; future; morphology; phonology	показатель будущего времени	2018-02-12	AF	Показатель будущего времени может выглядеть как -š't или -t в разных диалектах.		Dzherokaj	-š't, -t			[Ситимова 2004: 93]	будущее время	-щт, -т	
tenses	tense; future; morphology; phonology	показатель будущего времени	2018-02-12	AF	Показатель будущего времени может выглядеть как -š't или -t в разных диалектах.		Khachemzij	-š't, -t			[Ситимова 2004: 93]	будущее время	-щт, -т	
tenses	tense; future; morphology; phonology	показатель будущего времени	2018-02-12	AF	Показатель будущего времени может выглядеть как -š't или -t в разных диалектах.	SWC		-š't			[Ситимова 2004: 93]	будущее время	-щт	
cases	case; instrumental; morphology	показатель инструменталиса	2018-02-12	AF	Показатель инструменталиса выглядит по-разному в разных диалектах. Чаще всего это объясняется фонетическим расхождением диалектов.	Shapsug		-g’e (редко -ǯe)			[Керашева 1957: 244-245]			
cases	case; instrumental; morphology	показатель инструменталиса	2018-02-12	AF	Показатель инструменталиса выглядит по-разному в разных диалектах. Чаще всего это объясняется фонетическим расхождением диалектов.	Abzakh		-ʔʲe			[Ситимова 2004: 75-76]			
cases	case; instrumental; morphology	показатель инструменталиса	2018-02-12	AF	Показатель инструменталиса выглядит по-разному в разных диалектах. Чаще всего это объясняется фонетическим расхождением диалектов.	Bzhedug		-ǯe			[Ситимова 2004: 75-76]			
cases	case; instrumental; morphology	показатель инструменталиса	2018-02-12	AF	Показатель инструменталиса выглядит по-разному в разных диалектах. Чаще всего это объясняется фонетическим расхождением диалектов.	SWC		-č̣’e			[Ситимова 2004: 75-76]			
cases	case; instrumental; morphology	показатель инструменталиса	2018-02-12	AF	Показатель инструменталиса выглядит по-разному в разных диалектах. Чаще всего это объясняется фонетическим расхождением диалектов.	Temirgoi		-č̣’e			[Тхаркахо 1993: 90]			
verbal plural	verbal plural	показатель плюралиса в имперфективных формах	2018-02-12	AF	В формах со вспомогательным глаголом š't- показатель множественного числа -xe в шапсугском присоединяется к лексическому глаголу, а в литературном адыгейском ко вспомогательному. Реже в шапсугском показатель множественного числа -xe присоединяется и к лексическому глаголу, и к вспомогательному.	Shapsug		перед AUX; и после AUX, и перед AUX			[Керашева 1957: 263]	прошедшее время, показатель множественного числа		
verbal plural	verbal plural	показатель плюралиса в имперфективных формах	2018-02-12	AF	В формах со вспомогательным глаголом š't- показатель множественного числа -xe в шапсугском присоединяется к лексическому глаголу, а в литературном адыгейском ко вспомогательному. Реже в шапсугском показатель множественного числа -xe присоединяется и к лексическому глаголу, и к вспомогательному.	SWC		после AUX			[Керашева 1957: 263]	прошедшее время, показатель множественного числа		
cases	case; ergative; indefinite; morphology	показатель эргатива -ə	2018-03-14	AF	Грамматически неопределенные именные группы (включая имена собственные и имена с посессивным префиксом) в некоторых диалектах не имеют показателей абсолютива и эргатива, а в некоторых диалектах присоединяют показатель эргатива -ə, если оканчиваются на согласный.	Bzhedug		да		(1) гамзэт-ы уммахъанер палатк-эм чIища-гъ / PN-erg PN camp-erg lead-pst / Гамзат провел Умма-Хана в палатку. [Рогава, Керашева 1966: 64] (2) с-и-шъузы ы-Iуа-гъ / 1sg.io-poss-wife 3sg.erg-say-pst / Моя жена сказала. [Рогава, Керашева 1966: 70]	[Рогава, Керашева 1966: 64, 70]		-ы	Что писать в original_name?
cases	case; ergative; indefinite; morphology	показатель эргатива -ə	2018-03-14	AF	Грамматически неопределенные именные группы (включая имена собственные и имена с посессивным префиксом) в некоторых диалектах не имеют показателей абсолютива и эргатива, а в некоторых диалектах присоединяют показатель эргатива -ə, если оканчиваются на согласный.	Bzhedug		да		нэнэжъ-ы гъэшIэгъон-эу пшысэ(-р) къы-Iотhа-гъ / grandmother-erg interesting-adv farytale(-abs) dir-say?-pst / Бабушка интересно сказку рассказала. [Ситимова 2004: 65]	[Ситимова 2004: 62, 66-68]		-ы	Что писать в original_name?
cases	case; ergative; indefinite; morphology	показатель эргатива -ə	2018-03-14	AF	Грамматически неопределенные именные группы (включая имена собственные и имена с посессивным префиксом) в некоторых диалектах не имеют показателей абсолютива и эргатива, а в некоторых диалектах присоединяют показатель эргатива -ə, если оканчиваются на согласный.	Bzhedug		да			[Тхаркахо 1993: 87-88]		-ы	Что писать в original_name?
cases	case; ergative; indefinite; morphology	показатель эргатива -ə	2018-03-14	AF	Грамматически неопределенные именные группы (включая имена собственные и имена с посессивным префиксом) в некоторых диалектах не имеют показателей абсолютива и эргатива, а в некоторых диалектах присоединяют показатель эргатива -ə, если оканчиваются на согласный.	Temirgoi		нет			[Тхаркахо 1993: 87-88]		-ы	Что писать в original_name?
cases	case; ergative; indefinite; morphology	показатель эргатива -ə	2018-03-14	AF	Грамматически неопределенные именные группы (включая имена собственные и имена с посессивным префиксом) в некоторых диалектах не имеют показателей абсолютива и эргатива, а в некоторых диалектах присоединяют показатель эргатива -ə, если оканчиваются на согласный.		Dzhambechi	да			[Тхаркахо 1993: 88]		-ы	Что писать в original_name?
cases	case; ergative; indefinite; morphology	показатель эргатива -ə	2018-03-14	AF	Грамматически неопределенные именные группы (включая имена собственные и имена с посессивным префиксом) в некоторых диалектах не имеют показателей абсолютива и эргатива, а в некоторых диалектах присоединяют показатель эргатива -ə, если оканчиваются на согласный.	SWC		нет			[Рогава, Керашева 1966: 62]		-ы	Что писать в original_name?
cases	case; ergative; indefinite; morphology	показатель эргатива -ə	2018-03-14	AF	Грамматически неопределенные именные группы (включая имена собственные и имена с посессивным префиксом) в некоторых диалектах не имеют показателей абсолютива и эргатива, а в некоторых диалектах присоединяют показатель эргатива -ə, если оканчиваются на согласный.	Bzhedug		да			[Зекох 1969: 63, 82, 93]		-ы	Что писать в original_name?
cases	case; ergative; indefinite; morphology	показатель эргатива -ə	2018-03-14	AF	Грамматически неопределенные именные группы (включая имена собственные и имена с посессивным префиксом) в некоторых диалектах не имеют показателей абсолютива и эргатива, а в некоторых диалектах присоединяют показатель эргатива -ə, если оканчиваются на согласный.		Dzhambechi	да			[Зекох 1969: 63, 82, 94]		-ы	Что писать в original_name?
cases	case; ergative; indefinite; morphology	показатель эргатива -ə	2018-03-14	AF	Грамматически неопределенные именные группы (включая имена собственные и имена с посессивным префиксом) в некоторых диалектах не имеют показателей абсолютива и эргатива, а в некоторых диалектах присоединяют показатель эргатива -ə, если оканчиваются на согласный.	Temirgoi		нет			[Зекох 1969: 63]		-ы	Что писать в original_name?
cases	case; ergative; indefinite; morphology	показатель эргатива -ə	2018-03-14	AF	Грамматически неопределенные именные группы (включая имена собственные и имена с посессивным префиксом) в некоторых диалектах не имеют показателей абсолютива и эргатива, а в некоторых диалектах присоединяют показатель эргатива -ə, если оканчиваются на согласный.	Shapsug		да			[Зекох 1969: 82, 93]		-ы	Что писать в original_name?
cases	case; ergative; indefinite; morphology	показатель эргатива -ə	2018-03-14	AF	Грамматически неопределенные именные группы (включая имена собственные и имена с посессивным префиксом) в некоторых диалектах не имеют показателей абсолютива и эргатива, а в некоторых диалектах присоединяют показатель эргатива -ə, если оканчиваются на согласный.	Abzakh		нет			[Зекох 1969: 93]		-ы	Что писать в original_name?
numerals	numeral; morphology	порядковое числительное ‘первый’	2018-02-12	AF	Порядковое числительное ‘первый’ анализируется как содержащее показатель посессивности в шапсугском, но не содержащим в литературном адыгейском.	Shapsug		jəperem			[Керашева 1957: 255]	порядковое числительное ‘первый’	ипэрэм	
numerals	numeral; morphology	порядковое числительное ‘первый’	2018-02-12	AF	Порядковое числительное ‘первый’ анализируется как содержащее показатель посессивности в шапсугском, но не содержащим в литературном адыгейском.	SWC		əperem			[Керашева 1957: 255]	порядковое числительное ‘первый’	ыпэрэм	
postpositions	postposition	"послелог ""вместо"""	2018-03-07	AF		Shapsug		и-пэгъуэк1ьэу / и-пэгъуэч1гьэ, и-блэкIь(эу)	Послелог и-блэкIь(эу) употребляется редко.		[Керашева 1957: 246]	послелог	сипэгъуэк1ьэу, сипэгъуэч1гьэ, иблэкIь, иблэкIьэу	
postpositions	postposition	"послелог ""вместо"""	2018-03-07	AF		SWC		ы-чIъыпIэ(чIэ)	В нескольких примерах используется бенефактивный послелог.		[Керашева 1957: 246]	послелог	ычIъыпIэчIэ, счIъыпIэчIэ, ычIъыпIэ	
postpositions	postposition	"послелог ""до"""	2018-03-14	AF	Употребляется и в пространственном, и во временном значении	Bzhedug		нее, нэйы, нейы, нэсыфэджэ	Употребляется и в пространственном, и во временном значении		[Ситимова 2004: 115]			
postpositions	postposition	"послелог ""до"""	2018-03-14	AF	Употребляется и в пространственном, и во временном значении	SWC		нэс, нэсыфэ, нэскIэ	Употребляется и в пространственном, и во временном значении		[Ситимова 2004: 115]			
postpositions	postposition	"послелог ""исходя из"""	2018-03-14	AF	Разница между вариантами послелога не только в окончании инструменталиса -кIэ и -джэ, но и в наличии преверба хэ-	Bzhedug		къыкIыджэ, къыхэкIыджэ			[Ситимова 2004: 114-115]			
postpositions	postposition	"послелог ""исходя из"""	2018-03-14	AF	Разница между вариантами послелога не только в окончании инструменталиса -кIэ и -джэ, но и в наличии преверба хэ-	SWC		къыхэкIыкIэ			[Ситимова 2004: 114-115]			
postpositions	postposition	"послелог ""исходя из"""	2018-03-14	AF	Разница между вариантами послелога не только в окончании инструменталиса -кIэ и -джэ, но и в наличии преверба хэ-	Temirgoi		къыхэкIыкIэ			[Ситимова 2004: 114-115]			
postpositions	postposition	"послелог ""к"""	2018-03-14	AF		Bzhedug		дый / дий	К послелогу присоединяются индексы со специальным аппликативом и суффикс инструменталиса		[Ситимова 2004: 113-114]			
postpositions	postposition	"послелог ""к"""	2018-03-14	AF		SWC		дэжь	К послелогу присоединяются индексы со специальным аппликативом и суффикс инструменталиса		[Ситимова 2004: 113-114]			
postpositions	postposition	"послелог ""к"""	2018-03-14	AF		Temirgoi		дэжь	К послелогу присоединяются индексы со специальным аппликативом и суффикс инструменталиса		[Ситимова 2004: 113-114]			
postpositions	postposition	"послелог ""перед"""	2018-03-14	AF		Bzhedug		нэIу			[Ситимова 2004: 111-112]			
postpositions	postposition	"послелог ""перед"""	2018-03-14	AF		Shapsug		гупэ			[Ситимова 2004: 111-112]			
postpositions	postposition	"послелог ""перед"""	2018-03-14	AF		Temirgoi		гупэ			[Ситимова 2004: 111-112]			
postpositions	postposition	"послелог ""сверху"""	2018-03-14	AF		SWC		кIыIу			[Ситимова 2004: 111-112]			
postpositions	postposition	"послелог ""сверху"""	2018-03-14	AF		Shapsug		кIыIу			[Ситимова 2004: 111-112]			
postpositions	postposition	"послелог ""сверху"""	2018-03-14	AF		Temirgoi		кIыIу			[Ситимова 2004: 111-112]			
postpositions	postposition	"послелог ""сверху"""	2018-03-14	AF		Bzhedug		чыIу			[Ситимова 2004: 111-112]			
mood	mood	потенциалис	2018-02-12	AF	Потенциалис выражается разными суффиксами.	Bzhedug		"-ŝ (но -f с глаголом ṣ̂e- ""делать"")"	"вроде бы это фонетическая разница между адыгейским и кабардинским, но в шапсугском и бжедугском, получается, у глагола ""делать"" потенциалис кабардинский"		[Керашева 1957: 267]			Мы это называем потенциалисом? Что значит глагол шIэн с потенциалисом -ф?
mood	mood	потенциалис	2018-02-12	AF	Потенциалис выражается разными суффиксами.	Kabardian		-f	"вроде бы это фонетическая разница между адыгейским и кабардинским, но в шапсугском и бжедугском, получается, у глагола ""делать"" потенциалис кабардинский"		[Керашева 1957: 267]			Мы это называем потенциалисом? Что значит глагол шIэн с потенциалисом -ф?
mood	mood	потенциалис	2018-02-12	AF	Потенциалис выражается разными суффиксами.	Shapsug		"-ŝ (но -f с глаголом ṣ̂e- ""делать"")"	"вроде бы это фонетическая разница между адыгейским и кабардинским, но в шапсугском и бжедугском, получается, у глагола ""делать"" потенциалис кабардинский"		[Керашева 1957: 267]			Мы это называем потенциалисом? Что значит глагол шIэн с потенциалисом -ф?
mood	mood	потенциалис	2018-02-12	AF	Потенциалис выражается разными суффиксами.	SWC		-ŝ	"вроде бы это фонетическая разница между адыгейским и кабардинским, но в шапсугском и бжедугском, получается, у глагола ""делать"" потенциалис кабардинский"		[Керашева 1957: 267]			Мы это называем потенциалисом? Что значит глагол шIэн с потенциалисом -ф?
wh-pronouns	wh-pronouns	"вопросительное слово ""почему?"""	2018-02-12	AF		Bzhedug		ŝəpʰaj			[Ситимова 2004: 81]			
wh-pronouns	wh-pronouns	"вопросительное слово ""почему?"""	2018-02-12	AF		SWC		səd paj	"В [Ситимова 2004:81] написано ""<...> восточных диалектов и адыгейского литературного языка"""		[Ситимова 2004: 81]			
preverbs	preverb; spatial; morphology	"преверб ""в сторону"""	2018-02-12	AF	"""В бжедугском более употребителен сложный преверб..."""	Bzhedug		dere			[Ситимова 2004: 104]			
preverbs	preverb; spatial; morphology	"преверб ""в сторону"""	2018-02-12	AF	"""В бжедугском более употребителен сложный преверб..."""	Temirgoi		de			[Ситимова 2004: 104]			
preverbs	preverb; spatial; morphology	"преверб ""глубоко"""	2018-02-12	AF	"Преверб и-, выражающий глубину, ""в определенных условиях"" переходит в ри- в шапсугском, но в ры- в литературном"	Shapsug		и-/ри-	непонятно, при каких именно условиях (примеров с и- не приводится)		[Керашева 1957: 257]			Как-то связан с превербом йэ-/йы-? Ротацизм?
preverbs	preverb; spatial; morphology	"преверб ""глубоко"""	2018-02-12	AF	"Преверб и-, выражающий глубину, ""в определенных условиях"" переходит в ри- в шапсугском, но в ры- в литературном"	SWC		и-/ры-	непонятно, при каких именно условиях (примеров с и- не приводится)		[Керашева 1957: 257]			Как-то связан с превербом йэ-/йы-? Ротацизм?
preverbs	preverb; spatial; morphology	"преверб ""преодолевая препятствие"""	2018-02-12	AF	В бжедугском и темиргоевском для этого значения используются разные превербы.	Bzhedug		ŝhapʰərə-			[Ситимова 2004: 103]			
preverbs	preverb; spatial; morphology	"преверб ""преодолевая препятствие"""	2018-02-12	AF	В бжедугском и темиргоевском для этого значения используются разные превербы.	Temirgoi		ŝhede-			[Ситимова 2004: 103]			
preverbs	preverb; spatial; morphology	"преверб ""через"""	2018-02-12	AF	gʷ- в шапсугском иногда заменяет ḳawc̣ə-	Shapsug		gʷ-, ḳawc̣ə-			[Керашева 1957: 257]			
preverbs	preverb; spatial; morphology	"преверб ""через"""	2018-02-12	AF	gʷ- в шапсугском иногда заменяет ḳawc̣ə-	SWC		ḳawc̣ə-			[Керашева 1957: 257]			
preverbs	preverb; spatial; morphology	"преверб č̣’e-λə- ""следом за"""	2018-02-12	AF	"В бжедугском некоторые глаголы теряют компонент č̣’e- преверба č̣’e-λə- ""следом за""."	Bzhedug		č̣’e-λə-, λə-			[Ситимова 2004: 102]			
preverbs	preverb; spatial; morphology	"преверб č̣’e-λə- ""следом за"""	2018-02-12	AF	"В бжедугском некоторые глаголы теряют компонент č̣’e- преверба č̣’e-λə- ""следом за""."	Temirgoi		č̣’e-λə-			[Ситимова 2004: 102]			
preverbs	preverb; spatial; morphology	"преверб č̣’e-λə-rə ""возле"""	2018-02-12	AF	"В темиргоевском преверб č̣’e-λə- ""возле"" может употребляться без λə-. Кроме того, в темиргоевском может употребляться в этом значении преверб bʁʷode (который ""более характерен для кабардино-черкесского"")"	Bzhedug		č̣’e-λə-rə	"На самом деле, в словоформах, приведены в пример, есть ещё преверб rə-: č̣’e-(λə-)rə-s ""сидит возле кого-чего-л."" и в следующем же абзаце написано про преверб č̣’e-λə-rə- (примеры с похожим значением)."		[Ситимова 2004: 102-103]			
preverbs	preverb; spatial; morphology	"преверб č̣’e-λə-rə ""возле"""	2018-02-12	AF	"В темиргоевском преверб č̣’e-λə- ""возле"" может употребляться без λə-. Кроме того, в темиргоевском может употребляться в этом значении преверб bʁʷode (который ""более характерен для кабардино-черкесского"")"	Temirgoi		č̣’e-λə-rə, č̣’e-rə, bʁʷode	"На самом деле, в словоформах, приведены в пример, есть ещё преверб rə-: č̣’e-(λə-)rə-s ""сидит возле кого-чего-л."" и в следующем же абзаце написано про преверб č̣’e-λə-rə- (примеры с похожим значением)."		[Ситимова 2004: 102-103]			
preverbs	preverb; spatial; morphology	"преверб č̣’e-λə-rə ""возле"""	2018-02-12	AF	"В темиргоевском преверб č̣’e-λə- ""возле"" может употребляться без λə-. Кроме того, в темиргоевском может употребляться в этом значении преверб bʁʷode (который ""более характерен для кабардино-черкесского"")"	Kabardian		bʁʷode	"На самом деле, в словоформах, приведены в пример, есть ещё преверб rə-: č̣’e-(λə-)rə-s ""сидит возле кого-чего-л."" и в следующем же абзаце написано про преверб č̣’e-λə-rə- (примеры с похожим значением)."		[Ситимова 2004: 102]			
preverbs	preverb; spatial; morphology	"преверб č̣’e-λə-rə ""возле"""	2018-02-12	AF	"В темиргоевском преверб č̣’e-λə- ""возле"" может употребляться без λə-. Кроме того, в темиргоевском может употребляться в этом значении преверб bʁʷode (который ""более характерен для кабардино-черкесского"")"	Bzhedug		č̣’e-λə-rə			[Тхаркахо 1993: 77]	"сложный преверб ""около кого-, чего-либо; к кому-, чему-либо"""	чIэлъыры-	
preverbs	preverb; spatial; morphology	"преверб č̣’e-λə-rə ""возле"""	2018-02-12	AF	"В темиргоевском преверб č̣’e-λə- ""возле"" может употребляться без λə-. Кроме того, в темиргоевском может употребляться в этом значении преверб bʁʷode (который ""более характерен для кабардино-черкесского"")"	Temirgoi		č̣’e-rə			[Тхаркахо 1993: 77]	"сложный преверб ""около кого-, чего-либо; к кому-, чему-либо"""	кIэры-	
preverbs	preverb; spatial; morphology	"преверб p- ""навстречу"""	2018-02-12	AF		SWC		менее продуктивный			[Керашева 1957: 257]			
preverbs	preverb; morphology	преверб rə-/rjə-	2018-03-16	AF	Данный преверб выглядит по-разному в темиргоевском и в бжедугском. В бжедугском присутствует в некоторых глаголах, в которых отсутствует в темиргоевском.	Bzhedug		rə-			[Тхаркахо 1993: 78]	преверб	ры-	Как-то связан с превербом йэ-/йы-? Ротацизм?
preverbs	preverb; morphology	преверб rə-/rjə-	2018-03-16	AF	Данный преверб выглядит по-разному в темиргоевском и в бжедугском. В бжедугском присутствует в некоторых глаголах, в которых отсутствует в темиргоевском.	Temirgoi		rjə-			[Тхаркахо 1993: 78]	преверб	ри-	Как-то связан с превербом йэ-/йы-? Ротацизм?
preverbs	preverb; morphology	преверб зэIэ-/зэIы-	2018-03-17	AF	Бжедугскому зэхэ- в некоторых случает соответствует в темиргоевском зыхэ-	Temirgoi		зэIы-	пример: глагол 'убрать (помещение)', 'свежевать (убитое животное)'		[Тхаркахо 1993: 79-80]	сложный преверб	зэхэ-, зыхэ-	Есть еще данные в [Ситимова 2004: 105] (см. лист problems)
preverbs	preverb; morphology	преверб зэIэ-/зэIы-	2018-03-17	AF	Бжедугскому зэхэ- в некоторых случает соответствует в темиргоевском зыхэ-	Bzhedug		зэIэ-, зэIы-	пример: глагол 'убрать (помещение)', 'свежевать (убитое животное)'		[Тхаркахо 1993: 79-80]	сложный преверб	зэхэ-	Есть еще данные в [Ситимова 2004: 105] (см. лист problems)
preverbs	preverb; morphology	преверб зэхэ-/зыхэ-	2018-03-17	AF	Бжедугскому зэхэ- в некоторых случает соответствует в темиргоевском зыхэ-	Temirgoi		зэхэ-, зыхэ-	пример: глагол 'хотеть'		[Тхаркахо 1993: 79-80]	сложный преверб	зэхэ-, зыхэ-	Есть еще данные в [Ситимова 2004: 105] (см. лист problems)
preverbs	preverb; morphology	преверб зэхэ-/зыхэ-	2018-03-17	AF	Бжедугскому зэхэ- в некоторых случает соответствует в темиргоевском зыхэ-	Bzhedug		зэхэ-	пример: глагол 'хотеть'		[Тхаркахо 1993: 79-80]	сложный преверб	зэхэ-	Есть еще данные в [Ситимова 2004: 105] (см. лист problems)
preverbs	preverb; instrumental; morphology	преверб инструмента	2018-03-16	AF	Данный аппликатив вводит аргумент роли инструмента.	SWC		rə-			[Тхаркахо 1993: 78]	преверб зэры-		или мы это не называем превербами? Есть еще данные в [Ситимова 2004: 105] (см. лист problems)
preverbs	preverb; instrumental; morphology	преверб инструмента	2018-03-16	AF	Данный аппликатив вводит аргумент роли инструмента.	Temirgoi		rə-			[Тхаркахо 1993: 78]	преверб зэры-		или мы это не называем превербами? Есть еще данные в [Ситимова 2004: 105] (см. лист problems)
preverbs	preverb; manner; morphology	преверб образа действия	2018-03-16	AF	Данный аппликатив используется при релятивизации образа действия	SWC		re-			[Тхаркахо 1993: 78]	преверб зэрэ-		или мы это не называем превербами? Есть еще данные в [Ситимова 2004: 105] (см. лист problems)
preverbs	preverb; manner; morphology	преверб образа действия	2018-03-16	AF	Данный аппликатив используется при релятивизации образа действия	Temirgoi		rə-			[Тхаркахо 1993: 78]	преверб зэры-		или мы это не называем превербами? Есть еще данные в [Ситимова 2004: 105] (см. лист problems)
preverbs	preverb; manner; morphology	преверб образа действия	2018-03-16	AF	Данный аппликатив используется при релятивизации образа действия		Kabekhabl	rə-			[Тхаркахо 1993: 78]	преверб зэры-		или мы это не называем превербами?; про аул специально не уточняется, просто приводится пример; Есть еще данные в [Ситимова 2004: 105] (см. лист problems)
preverbs	preverb; manner; morphology	преверб образа действия	2018-03-16	AF	Данный аппликатив используется при релятивизации образа действия		Mamkheg	rə-			[Тхаркахо 1993: 78]	преверб зэры-		или мы это не называем превербами?; про аул специально не уточняется, просто приводится пример; Есть еще данные в [Ситимова 2004: 105] (см. лист problems)
preverbs	preverb; manner; morphology	преверб образа действия	2018-03-16	AF	Данный аппликатив используется при релятивизации образа действия		Pshizov	rə-	"В примере префикс выглядит как р-, однако имплицируется, что в этом ауле представлен темиргоевский вариант (""В диалекте встречается и преверб зэр- в той же позиции"")"		[Тхаркахо 1993: 78]	преверб зэры-		или мы это не называем превербами?; про аул специально не уточняется, просто приводится пример; Есть еще данные в [Ситимова 2004: 105] (см. лист problems)
preverbs	preverb; cause; purpose; morphology	преверб причины и цели	2018-03-16	AF		Kabardian		ṣ̂e-			[Керашева 1957: 268]		шIэ-	
preverbs	preverb; cause; purpose; morphology	преверб причины и цели	2018-03-16	AF		Shapsug		f-	"Написано, что в шапсугском, как и в бжедугском, может использоваться и ""нулевая морфема"", но не приведено примеров."		[Керашева 1957: 268]			
preverbs	preverb; cause; purpose; morphology	преверб причины и цели	2018-03-16	AF		SWC		č̣’e-			[Керашева 1957: 268]			
preverbs	preverb; cause; purpose; morphology	преверб причины и цели	2018-03-16	AF		Temirgoi		č̣’e-			[Тхаркахо 1993: 77]	"причинность со значением ""почему?"", ""отчего?"""	чIэ-	
preverbs	preverb; cause; purpose; morphology	преверб причины и цели	2018-03-16	AF		Bzhedug		zə-fe- [REL.IO-BEN-]			[Тхаркахо 1993: 77]	"причинность со значением ""почему?"", ""отчего?""; сложный преверб"	зыфэ-	
